text,label,language,text_clean,label_encoded
"""Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx""
",ham,english,"""Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx""",0
"Also remember the beads don't come off. Ever.
",ham,english,Also remember the beads don't come off. Ever.,0
"Damn, can you make it tonight or do you want to just wait til tomorrow
",ham,english,"Damn, can you make it tonight or do you want to just wait til tomorrow",0
"I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
",ham,english,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,0
"I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
",smishing,english,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: <PHONE>reply Stop to end,1
"Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
",ham,english,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,0
"E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
",ham,english,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,0
"You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
",ham,english,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,0
"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more
",ham,english,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",0
"I'm in office now . I will call you  &lt;#&gt;  min:)
",ham,english,I'm in office now . I will call you &lt;#&gt; min:),0
"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16
",smishing,english,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",1
"Don no da:)whats you plan?
",ham,english,Don no da:)whats you plan?,0
"Yay can't wait to party together!
",ham,english,Yay can't wait to party together!,0
"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.
",ham,english,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",0
"Nah, Wednesday. When should I bring the mini cheetos bag over?
",ham,english,"Nah, Wednesday. When should I bring the mini cheetos bag over?",0
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8
",ham,english,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",0
"I borrow ur bag ok.
",ham,english,I borrow ur bag ok.,0
"FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
",smishing,english,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates <URL> POBox 36504 W45WQ norm150p/tone 16+,1
"Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
",smishing,english,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: <URL> STOP? Send STOP FRND to 62468,1
"You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
",ham,english,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,0
"When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
",ham,english,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,0
"ARE YOU IN TOWN? THIS IS V. IMPORTANT
",ham,english,ARE YOU IN TOWN? THIS IS V. IMPORTANT,0
"Sorry, I'll call later
",ham,english,"Sorry, I'll call later",0
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...
",ham,english,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to &lt;#&gt; frnds in &lt;#&gt; mins whn u read...",0
"PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
",smishing,english,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call <PHONE>Identifier Code: 41685 Expires 07/11/04,1
"V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
",ham,english,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,0
"Oh oh... Wasted... Den muz chiong on sat n sun liao...
",ham,english,Oh oh... Wasted... Den muz chiong on sat n sun liao...,0
"Try to do something dear. You read something for exams
",ham,english,Try to do something dear. You read something for exams,0
"Tiwary to rcb.battle between bang and kochi.
",ham,english,Tiwary to rcb.battle between bang and kochi.,0
"Yes :)it completely in out of form:)clark also utter waste.
",ham,english,Yes :)it completely in out of form:)clark also utter waste.,0
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea
",ham,english,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",0
"That's y i said it's bad dat all e gals know u... Wat u doing now?
",ham,english,That's y i said it's bad dat all e gals know u... Wat u doing now?,0
"Ü log off 4 wat. It's sdryb8i
",ham,english,Ü log off 4 wat. It's sdryb8i,0
"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.
",ham,english,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",0
"Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
",smishing,english,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs <URL>,1
"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya
",ham,english,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",0
"I remain unconvinced that this isn't an elaborate test of my willpower
",ham,english,I remain unconvinced that this isn't an elaborate test of my willpower,0
"Hey... Why dont we just go watch x men and have lunch... Haha 
",ham,english,Hey... Why dont we just go watch x men and have lunch... Haha,0
"It's ok i wun b angry. Msg u aft i come home tonight.
",ham,english,It's ok i wun b angry. Msg u aft i come home tonight.,0
"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna
",ham,english,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!
",ham,english,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0
"Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..
",ham,english,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,0
"Prabha..i'm soryda..realy..frm heart i'm sory
",ham,english,Prabha..i'm soryda..realy..frm heart i'm sory,0
"Me also da, i feel yesterday night  wait til 2day night dear.
",ham,english,"Me also da, i feel yesterday night wait til 2day night dear.",0
"Trust me. Even if isn't there, its there.
",ham,english,"Trust me. Even if isn't there, its there.",0
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.
",smishing,english,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",1
"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready
",ham,english,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",0
"Easy ah?sen got selected means its good..
",ham,english,Easy ah?sen got selected means its good..,0
"Mum not going robinson already.
",ham,english,Mum not going robinson already.,0
"(You didn't hear it from me)
",ham,english,(You didn't hear it from me),0
"Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
",smishing,english,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on <PHONE>from Landline DATEBox1282EssexCM61XN 150p/min 18,1
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records
",smishing,english,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",1
"Change again... It's e one next to escalator...
",ham,english,Change again... It's e one next to escalator...,0
"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.
",ham,english,"Hi, can i please get a &lt;#&gt; dollar loan from you. I.ll pay you back by mid february. Pls.",0
"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""
",ham,english,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",0
"1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
",ham,english,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face &lt;#&gt; .joker face.,0
"Ok.ok ok..then..whats ur todays plan
",ham,english,Ok.ok ok..then..whats ur todays plan,0
"Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
",smishing,english,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call <PHONE>for free delivery,1
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?
",ham,english,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",0
"I dunno until when... Lets go learn pilates...
",ham,english,I dunno until when... Lets go learn pilates...,0
"Oh ok wait 4 me there... My lect havent finish
",ham,english,Oh ok wait 4 me there... My lect havent finish,0
"So how many days since then?
",ham,english,So how many days since then?,0
"Dip's cell dead. So i m coming with him. U better respond else we shall come back.
",ham,english,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,0
"No one interested. May be some business plan.
",ham,english,No one interested. May be some business plan.,0
"Have a nice day my dear.
",ham,english,Have a nice day my dear.,0
"Anything lor if they all go then i go lor...
",ham,english,Anything lor if they all go then i go lor...,0
"May b approve panalam...but it should have more posts..
",ham,english,May b approve panalam...but it should have more posts..,0
"Two teams waiting for some players
",ham,english,Two teams waiting for some players,0
"Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
",ham,english,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,0
"She went to attend another two rounds today..but still did't reach home..
",ham,english,She went to attend another two rounds today..but still did't reach home..,0
"Mode men or have you left.
",ham,english,Mode men or have you left.,0
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? 
",ham,english,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q?",0
"Alright if you're sure, let me know when you're leaving
",ham,english,"Alright if you're sure, let me know when you're leaving",0
"XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
",smishing,english,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC <URL>,1
"aight we can pick some up, you open before tonight?
",ham,english,"aight we can pick some up, you open before tonight?",0
"Oh you got many responsibilities.
",ham,english,Oh you got many responsibilities.,0
"Whatever, juliana. Do whatever you want.
",ham,english,"Whatever, juliana. Do whatever you want.",0
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up
",ham,english,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",0
"And stop being an old man. You get to build snowman snow angels and snowball fights.
",ham,english,And stop being an old man. You get to build snowman snow angels and snowball fights.,0
"Ok lor. Msg me b4 u call.
",ham,english,Ok lor. Msg me b4 u call.,0
"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....
",ham,english,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",0
"Yesterday its with me only . Now am going home.
",ham,english,Yesterday its with me only . Now am going home.,0
"""Speak only when you feel your words are better than the silence..."" Gud mrng:-)
",ham,english,"""Speak only when you feel your words are better than the silence..."" Gud mrng:-)",0
"Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
",ham,english,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,0
"I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
",ham,english,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,0
"How are you. Wish you a great semester
",ham,english,How are you. Wish you a great semester,0
"Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
",ham,english,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,0
"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can
",ham,english,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",0
"I sent you  &lt;#&gt;  bucks
",ham,english,I sent you &lt;#&gt; bucks,0
"Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
",ham,english,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,0
"Dude ive been seeing a lotta corvettes lately
",ham,english,Dude ive been seeing a lotta corvettes lately,0
"Now am free call me pa.
",ham,english,Now am free call me pa.,0
"A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
",ham,english,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,0
"Sday only joined.so training we started today:)
",ham,english,Sday only joined.so training we started today:),0
"THIS IS A LONG FUCKIN SHOWR
",ham,english,THIS IS A LONG FUCKIN SHOWR,0
"Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?
",ham,english,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,0
"Hi Harish's rent has been transfred to ur Acnt.
",ham,english,Hi Harish's rent has been transfred to ur Acnt.,0
"I'm at home. Please call
",ham,english,I'm at home. Please call,0
"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.
",ham,english,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt; charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",0
"Mm umma ask vava also to come tell him can play later together
",ham,english,Mm umma ask vava also to come tell him can play later together,0
"Then u going ikea str aft dat?
",ham,english,Then u going ikea str aft dat?,0
"The greatest test of courage on earth is to bear defeat without losing heart....gn tc
",ham,english,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,0
"Yes. that will be fine. Love you. Be safe.
",ham,english,Yes. that will be fine. Love you. Be safe.,0
"Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
",ham,english,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,0
"Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
",smishing,english,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,1
"Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
",smishing,english,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services <PHONE>,1
"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah
",ham,english,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",0
"Sorry da..today i wont come to play..i have driving clas..
",ham,english,Sorry da..today i wont come to play..i have driving clas..,0
"Just sent again. Do you scream and moan in bed, princess?
",ham,english,"Just sent again. Do you scream and moan in bed, princess?",0
"I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
",ham,english,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,0
"Dear, will call Tmorrow.pls accomodate.
",ham,english,"Dear, will call Tmorrow.pls accomodate.",0
"Dude got a haircut. Now its breezy up there
",ham,english,Dude got a haircut. Now its breezy up there,0
"Im done. Just studyn in library
",ham,english,Im done. Just studyn in library,0
"Hi Princess! Thank you for the pics. You are very pretty. How are you?
",ham,english,Hi Princess! Thank you for the pics. You are very pretty. How are you?,0
"I want to lick your pussy now...
",ham,english,I want to lick your pussy now...,0
"Let me know how to contact you. I've you settled in a room. Lets know you are ok.
",ham,english,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,0
"Anything lor is she coming?
",ham,english,Anything lor is she coming?,0
"Total video converter free download type this in google search:)
",ham,english,Total video converter free download type this in google search:),0
"A bloo bloo bloo I'll miss the first bowl
",ham,english,A bloo bloo bloo I'll miss the first bowl,0
"Shall i come to get pickle
",ham,english,Shall i come to get pickle,0
"Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
",smishing,english,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,1
"I wonder if your phone battery went dead ? I had to tell you, I love you babe
",ham,english,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",0
"Probably not, still going over some stuff here
",ham,english,"Probably not, still going over some stuff here",0
"Great. Never been better. Each day gives even more reasons to thank God
",ham,english,Great. Never been better. Each day gives even more reasons to thank God,0
"Yes. Nigh you cant aha.
",ham,english,Yes. Nigh you cant aha.,0
"Ok i msg u b4 i leave my house.
",ham,english,Ok i msg u b4 i leave my house.,0
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p 
",smishing,english,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL <PHONE>NOW all will be revealed. POBox 6, LS15HB 150p",1
"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. 
",ham,english,"That way transport is less problematic than on sat night. By the way, if u want to ask n to join my bday, feel free. But need to know definite nos as booking on fri.",0
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!
",ham,english,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",0
"Was actually about to send you a reminder today. Have a wonderful weekend
",ham,english,Was actually about to send you a reminder today. Have a wonderful weekend,0
"His bday real is in april .
",ham,english,His bday real is in april .,0
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply
",smishing,english,Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. <URL> the original n best. Tones 3GBP network operator rates apply,1
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;
",ham,english,"K, jason says he's gonna be around so I'll be up there around &lt;#&gt;",0
"Aldrine, rakhesh ex RTM here.pls call.urgent.
",ham,english,"Aldrine, rakhesh ex RTM here.pls call.urgent.",0
"K.k:)apo k.good movie.
",ham,english,K.k:)apo k.good movie.,0
"Do you know where my lab goggles went
",ham,english,Do you know where my lab goggles went,0
"I'm in solihull, | do you want anything?
",ham,english,"I'm in solihull, | do you want anything?",0
"Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow
",smishing,english,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.<PHONE>SP Arrow,1
"Hmm well, night night 
",ham,english,"Hmm well, night night",0
"Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
",ham,english,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,0
"My uncles in Atlanta. Wish you guys a great semester.
",ham,english,My uncles in Atlanta. Wish you guys a great semester.,0
"Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
",ham,english,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,0
"Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
",smishing,english,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call <PHONE>.,1
"Great! So what attracts you to the brothas?
",ham,english,Great! So what attracts you to the brothas?,0
"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.
",ham,english,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",0
"Sorry * was at the grocers.
",ham,english,Sorry * was at the grocers.,0
"Dear how is chechi. Did you talk to her
",ham,english,Dear how is chechi. Did you talk to her,0
"Is that what time you want me to come?
",ham,english,Is that what time you want me to come?,0
"New car and house for my parents.:)i have only new job in hand:)
",ham,english,New car and house for my parents.:)i have only new job in hand:),0
"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..
",ham,english,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited &lt;#&gt; rs and il be getiing &lt;#&gt; rs..i can draw my acc wen it is &lt;#&gt; rs..",0
"You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
",smishing,english,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,1
"Pls call me da. What happen.
",ham,english,Pls call me da. What happen.,0
"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?
",ham,english,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",0
"R u sure they'll understand that! Wine * good idea just had a slurp!
",ham,english,R u sure they'll understand that! Wine * good idea just had a slurp!,0
"important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
",smishing,english,important information 4 orange user . today is your lucky day!2find out why log onto <URL> THERE'S A FANTASTIC SURPRISE AWAITING YOU!,1
"Ü still got lessons?  Ü in sch?
",ham,english,Ü still got lessons? Ü in sch?,0
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.
",ham,english,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",0
"Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
",ham,english,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,0
"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
",smishing,english,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call <PHONE>Identifier Code: 41685 Expires 07/11/04,1
"Also maaaan are you missing out
",ham,english,Also maaaan are you missing out,0
"Dont worry. I guess he's busy.
",ham,english,Dont worry. I guess he's busy.,0
"Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
",ham,english,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,0
"Have you heard from this week?
",ham,english,Have you heard from this week?,0
"Ok. C u then.
",ham,english,Ok. C u then.,0
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+
",smishing,english,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",1
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832
",smishing,english,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services <PHONE>",1
"Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
",ham,english,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,0
"Nothing just getting msgs by dis name wit different no's..
",ham,english,Nothing just getting msgs by dis name wit different no's..,0
"Yes... I trust u to buy new stuff ASAP so I can try it out
",ham,english,Yes... I trust u to buy new stuff ASAP so I can try it out,0
"Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
",ham,english,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,0
"His frens go then he in lor. Not alone wif my mum n sis lor.
",ham,english,His frens go then he in lor. Not alone wif my mum n sis lor.,0
